State,Constituency,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes
Uttar Pradesh,Fatehpur,6,RAJKUMAR LODHI,Vikas Insaf Party,2454,3,2457
Uttar Pradesh,Fatehpur,7,RAMKUMAR,Peoples Party of India (Democratic),2779,1,2780
Uttar Pradesh,Fatehpur,8,KAMTA PRASAD,Independent,3794,2,3796
Uttar Pradesh,Fatehpur,9,JUBER AHMAD,Independent,4903,3,4906
Uttar Pradesh,Fatehpur,10,BENI PRASAD,Independent,7072,4,7076
Uttar Pradesh,Fatehpur,11,NOTA,None of the Above,14640,52,14692
Uttar Pradesh,Fatehpur Sikri,1,RAJKUMAR CHAHAR,Bharatiya Janata Party,662794,4353,667147
Uttar Pradesh,Fatehpur Sikri,2,RAJ BABBAR,Indian National Congress,170889,1193,172082
Uttar Pradesh,Fatehpur Sikri,3,SHREEBHAGWAN SHARMA,Bahujan Samaj Party,167517,526,168043
Uttar Pradesh,Fatehpur Sikri,4,NAWAB GUL CHAMAN SHERWANI,VANCHITSAMAJ INSAAF PARTY,2198,1,2199
Uttar Pradesh,Fatehpur Sikri,5,MANISHA SINGH,Pragatishil Samajwadi Party (Lohia),1026,14,1040
Uttar Pradesh,Fatehpur Sikri,6,VIJAY SINGH DHANGAR,Rashtriya Shoshit Samaj Party,1804,4,1808
Uttar Pradesh,Fatehpur Sikri,7,SATYENDRA BAGHEL,Aam Janta Party (India),959,6,965
Uttar Pradesh,Fatehpur Sikri,8,SARVESH KUMAR,Bharatiya Majdoor Janta Party,820,2,822
Uttar Pradesh,Fatehpur Sikri,9,SADAB NOOR,Adarsh Samaj Party,620,1,621
Uttar Pradesh,Fatehpur Sikri,10,ANIL KUMAR KUSHWAHA,Independent,1442,1,1443
Uttar Pradesh,Fatehpur Sikri,11,ARTI SHARMA,Independent,994,0,994
Uttar Pradesh,Fatehpur Sikri,12,PASTAR THOMSAN MASSY,Independent,1103,0,1103
Uttar Pradesh,Fatehpur Sikri,13,NARESH KUMAR,Independent,1580,1,1581
Uttar Pradesh,Fatehpur Sikri,14,PURUSHOTTAM DAS (FAUZI BHAI),Independent,3415,14,3429
Uttar Pradesh,Fatehpur Sikri,15,RAM BAHORI,Independent,3179,3,3182
Uttar Pradesh,Fatehpur Sikri,16,NOTA,None of the Above,10664,28,10692
Uttar Pradesh,Firozabad,1,Akshay Yadav,Samajwadi Party,465686,1352,467038
Uttar Pradesh,Firozabad,2,Dr. Chandra Sen Jadon,Bharatiya Janata Party,494050,1769,495819
Uttar Pradesh,Firozabad,3,Upendra Singh Rajput,Bharatiya Kisan Parivartan Party,9486,17,9503
Uttar Pradesh,Firozabad,4,Shivpal Singh Yadav,Pragatishil Samajwadi Party (Lohia),91651,218,91869
Uttar Pradesh,Firozabad,5,Chaudhary Basheer,Independent,2539,6,2545
Uttar Pradesh,Firozabad,6,Rajveer,Independent,2409,7,2416
Uttar Pradesh,Firozabad,7,NOTA,None of the Above,6659,17,6676
Uttar Pradesh,Gautam Buddha Nagar,1,Dr. ARVIND KUMAR SINGH,Indian National Congress,41960,117,42077
Uttar Pradesh,Gautam Buddha Nagar,2,Dr. MAHESH SHARMA,Bharatiya Janata Party,828164,2648,830812
Uttar Pradesh,Gautam Buddha Nagar,3,SATVEER,Bahujan Samaj Party,493421,469,493890
Uttar Pradesh,Gautam Buddha Nagar,4,JAGDEEP SINGH,Loktantrik Janshakti Party,2723,2,2725
Uttar Pradesh,Gautam Buddha Nagar,5,JITENDRA SINGH,Pragatishil Samajwadi Party (Lohia),1852,10,1862
Uttar Pradesh,Gautam Buddha Nagar,6,DAYARAM,Aapki Apni Party (Peoples),543,2,545
Uttar Pradesh,Gautam Buddha Nagar,7,RAGHUVENDRA KUMAR,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),629,2,631
Uttar Pradesh,Gautam Buddha Nagar,8,RAM PAL,Rashtriya Samaj Paksha,1291,3,1294
Uttar Pradesh,Gautam Buddha Nagar,9,VINOD KUMAR NAGAR,Rashtriya Bharatiya Jan Jan Party,1360,6,1366
Uttar Pradesh,Gautam Buddha Nagar,10,VINOD SHARMA,All Indian Rajiv Congress Party,1280,2,1282
Uttar Pradesh,Gautam Buddha Nagar,11,SHERSINGH UPADHAYA,Rashtriya Janta Party,1260,4,1264
Uttar Pradesh,Gautam Buddha Nagar,12,ASHOK KUMAR ADHANA,Independent,3929,10,3939
Uttar Pradesh,Gautam Buddha Nagar,13,RODASH GUPTA,Independent,2892,2,2894
Uttar Pradesh,Gautam Buddha Nagar,14,NOTA,None of the Above,8351,20,8371
Uttar Pradesh,Ghaziabad,1,Dolly Sharma,Indian National Congress,111730,214,111944
Uttar Pradesh,Ghaziabad,2,Vijay Kumar Singh,Bharatiya Janata Party,942576,1927,944503
Uttar Pradesh,Ghaziabad,3,Suresh Bansal,Samajwadi Party,442615,388,443003
Uttar Pradesh,Ghaziabad,4,Ashok Sharma,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),2447,3,2450
Uttar Pradesh,Ghaziabad,5,Divya Yog Maya Saraswati,Rashtriya Bharatiya Jan Jan Party,923,2,925
Uttar Pradesh,Ghaziabad,6,Nagendra Kumar,Shivsena,713,1,714
Uttar Pradesh,Ghaziabad,7,Mohan Lal,Republican Party of India (A),1148,2,1150
Uttar Pradesh,Ghaziabad,8,Rakesh Suri,Right to Recall Party,707,2,709
Uttar Pradesh,Ghaziabad,9,Mohd. Salim Ahmed,Sabse Achchhi Party,801,3,804
Uttar Pradesh,Ghaziabad,10,Sunil Nair,Rashtriya Lok Sarvadhikar Party,3942,2,3944
Uttar Pradesh,Ghaziabad,11,Sewa Ram Kasana,Pragatishil Samajwadi Party (Lohia),4377,3,4380
Uttar Pradesh,Ghaziabad,12,Amit Sharma,Independent,2435,0,2435
Uttar Pradesh,Ghaziabad,13,NOTA,None of the Above,7478,17,7495
Uttar Pradesh,Ghazipur,1,AJIT PRATAP KUSHAWAHA,Indian National Congress,19656,178,19834
Uttar Pradesh,Ghazipur,2,AFZAL ANSARI,Bahujan Samaj Party,564144,1938,566082
Uttar Pradesh,Ghazipur,3,BHANU PRAKASH PANDEY,Communist Party of India,7833,11,7844
Uttar Pradesh,Ghazipur,4,MANOJ SINHA,Bharatiya Janata Party,443188,3502,446690
Uttar Pradesh,Ghazipur,5,ISHWARI PRASAD KUSHWAHA,Communist Party of India (Marxist-Leninist) (Liberation),4935,11,4946
Uttar Pradesh,Ghazipur,6,BRIJENDRA KUMAR VERMA,Kisan Mazdoor Sangharsh Party,1015,4,1019
Uttar Pradesh,Ghazipur,7,BHARAT,Janta Raj Party,949,0,949
Uttar Pradesh,Ghazipur,8,RAJESH KUMAR YADAV,Pragatisheel Manav Samaj Party,1813,9,1822
Uttar Pradesh,Ghazipur,9,Dr. RAJESH KUMAR SINGH,Bhartiya Jan Nayak Party,1226,6,1232
Uttar Pradesh,Ghazipur,10,RAMJI,Suheldev Bharatiya Samaj Party,33868,9,33877
Uttar Pradesh,Ghazipur,11,RAMPRAVESH SHARMA ALIAS RINKOO,Moulik Adhikar Party,3388,4,3392
Uttar Pradesh,Ghazipur,12,VED PRAKASH,Nationalist Janshakti Party,2396,4,2400
Uttar Pradesh,Ghazipur,13,SANTOSH KUMAR YADAV,Pragatishil Samajwadi Party (Lohia),2429,19,2448
Uttar Pradesh,Ghazipur,14,HRIDAYA NARAYAN SINGH,Independent,6219,2,6221
Uttar Pradesh,Ghazipur,15,NOTA,None of the Above,6831,40,6871
Uttar Pradesh,Ghosi,1,ATUL KUMAR SINGH,Communist Party of India,14622,22,14644
Uttar Pradesh,Ghosi,2,ATUL KUMAR SINGH,Bahujan Samaj Party,572459,1370,573829
Uttar Pradesh,Ghosi,3,BALKRISHNA,Indian National Congress,23695,117,23812
Uttar Pradesh,Ghosi,4,HARINARAYAN,Bharatiya Janata Party,449212,2049,451261
Uttar Pradesh,Ghosi,5,ABUSHAD,Akhand Samaj Party,4908,6,4914
Uttar Pradesh,Ghosi,6,KISHAN LAL,Rashtriya Krantikari Samajwadi Party,3508,27,3535
Uttar Pradesh,Ghosi,7,GEETA,Ambedkar Samaj Party,1361,6,1367
Uttar Pradesh,Ghosi,8,PARAS,Rashtriya Jantantrik Bharat Vikas Party,1599,1,1600
Uttar Pradesh,Ghosi,9,MAHENDRA,Suheldev Bharatiya Samaj Party,39842,18,39860
Uttar Pradesh,Ghosi,10,SHEFKAT TAKI,Peace Party,3960,0,3960
Uttar Pradesh,Ghosi,11,PRAVEEN KUMAR SINGH,Independent,1230,0,1230
Uttar Pradesh,Ghosi,12,RAJESH,Independent,3653,8,3661
Uttar Pradesh,Ghosi,13,SURYA KUMAR,Independent,2156,3,2159
Uttar Pradesh,Ghosi,14,SURJEET KUMAR,Independent,2884,2,2886
Uttar Pradesh,Ghosi,15,SANTOSH,Independent,6737,2,6739
Uttar Pradesh,Ghosi,16,NOTA,None of the Above,5291,33,5324
Uttar Pradesh,Gonda,1,KIRTI VARDHAN SINGH ALIAS RAJA BHAIYA,Bharatiya Janata Party,507276,914,508190
Uttar Pradesh,Gonda,2,SMT KRISHNA PATEL,Indian National Congress,25646,40,25686
Uttar Pradesh,Gonda,3,VINOD KUMAR ALIAS PANDIT SINGH,Samajwadi Party,341179,651,341830
Uttar Pradesh,Gonda,4,ASMAN DATT MISHRA,Bharat Prabhat Party,3732,2,3734
Uttar Pradesh,Gonda,5,"QUTUBUDDIN KHAN ""DIMOND""",Pragatishil Samajwadi Party (Lohia),6210,2,6212
Uttar Pradesh,Gonda,6,MOHD. JAVED ANSARI,"Vishwa Manav Samaj Kalyan Parishad,",1529,0,1529
Uttar Pradesh,Gonda,7,DHANI RAM CHAUDHRI,Rashtriya Jansambhavna Party,3539,1,3540
Uttar Pradesh,Gonda,8,PEER ALI KHAN,Kisan Mazdoor Sangharsh Party,1936,0,1936
Uttar Pradesh,Gonda,9,MUBARAK ALI,All India Forward Bloc,2830,0,2830
Uttar Pradesh,Gonda,10,RADHEY SHYAM ALIAS PAPPU RAJBHAR,Suheldev Bharatiya Samaj Party,3854,2,3856
Uttar Pradesh,Gonda,11,HAFIZ ALI,Peace Party,2103,1,2104
Uttar Pradesh,Gonda,12,MO. ARBI,Independent,2568,0,2568
Uttar Pradesh,Gonda,13,NARENDRA SINGH,Independent,3265,0,3265
Uttar Pradesh,Gonda,14,MAHESH SINGH,Independent,5475,0,5475
Uttar Pradesh,Gonda,15,VINOD KUMAR SINGH,Independent,2641,2,2643
Uttar Pradesh,Gonda,16,NOTA,None of the Above,8401,17,8418
Uttar Pradesh,Gorakhpur,1,Dr. Ashish Kumar Singh,Communist Party of India,8157,15,8172
Uttar Pradesh,Gorakhpur,2,Madhusudan Tripathi,Indian National Congress,22855,117,22972
Uttar Pradesh,Gorakhpur,3,Ravindra Shyamnarayan Shukla alias Ravi Kishan,Bharatiya Janata Party,715010,2112,717122
Uttar Pradesh,Gorakhpur,4,Rambhual Nishad,Samajwadi Party,414340,1118,415458
Uttar Pradesh,Gorakhpur,5,Abhishek Chand,Suheldev Bharatiya Samaj Party,4317,2,4319
Uttar Pradesh,Gorakhpur,6,Awadhesh Kumar Singh,Shane Hind Fourm,1305,1,1306
Uttar Pradesh,Gorakhpur,7,Jai Prakash Mishra,"Rashtrawadi Party of India,",1335,1,1336
Uttar Pradesh,Gorakhpur,8,Jitendra Kumar,Jwala Dal,1572,0,1572
Uttar Pradesh,Gorakhpur,9,Shyamnarayan Yadav,Pragatishil Samajwadi Party (Lohia),2702,6,2708
Uttar Pradesh,Gorakhpur,10,Subhash Chandra Dubey,Socialist Party (India),1982,0,1982
Uttar Pradesh,Gorakhpur,11,NOTA,None of the Above,7647,41,7688
Uttar Pradesh,Hamirpur,1,DILIP KUMAR SINGH,Bahujan Samaj Party,325803,667,326470
Uttar Pradesh,Hamirpur,2,KUNWAR PUSHPENDRA SINGH CHANDEL,Bharatiya Janata Party,574101,1021,575122
Uttar Pradesh,Hamirpur,3,PRITAM SINGH LODHI KISAAN,Indian National Congress,114376,158,114534
Uttar Pradesh,Hamirpur,4,ARVIND KUMAR PRAJAPATI,Pragatishil Samajwadi Party (Lohia),4247,4,4251
Uttar Pradesh,Hamirpur,5,ER. KEDARNATH VISHWAKARMA,Bahujan Mukti Party,2848,3,2851
Uttar Pradesh,Hamirpur,6,SHRIRAM SINGH GAUR,Bhartiya Shakti Chetna Party,2834,1,2835
Uttar Pradesh,Hamirpur,7,SURESH CHANDRA RAJPUT,Rashtriya Kranti Party,1983,0,1983
Uttar Pradesh,Hamirpur,8,KAMLESH KUMAR,Independent,2441,3,2444
Uttar Pradesh,Hamirpur,9,KAMTA PRASAD PRAJAPATI,Independent,2693,4,2697
Uttar Pradesh,Hamirpur,10,MADHURAJ,Independent,2304,2,2306
Uttar Pradesh,Hamirpur,11,RAJESH,Independent,4917,0,4917
Uttar Pradesh,Hamirpur,12,RAM GOPAL,Independent,4205,1,4206
Uttar Pradesh,Hamirpur,13,SARJOOLAL,Independent,5206,0,5206
Uttar Pradesh,Hamirpur,14,SANJAY KUMAR SAHU,Independent,24787,14,24801
Uttar Pradesh,Hamirpur,15,NOTA,None of the Above,15141,14,15155
Uttar Pradesh,Hardoi,1,Usha Verma,Samajwadi Party,434459,1210,435669
Uttar Pradesh,Hardoi,2,Jai Prakash,Bharatiya Janata Party,567244,899,568143
Uttar Pradesh,Hardoi,3,Virendra Kumar,Indian National Congress,19943,29,19972
Uttar Pradesh,Hardoi,4,Mahendra Pal Verma,Bahujan Awam Party,2247,6,2253
Uttar Pradesh,Hardoi,5,Ram Chandra,Bhartiya Krishak Dal,1130,0,1130
Uttar Pradesh,Hardoi,6,Sahab Singh,Peoples Party of India (Democratic),1197,0,1197
Uttar Pradesh,Hardoi,7,Sanjay Bharatiya,Pragatishil Samajwadi Party (Lohia),1801,1,1802
Uttar Pradesh,Hardoi,8,Avdhesh Kumar,Independent,1373,0,1373
Uttar Pradesh,Hardoi,9,Chotte Lal,Independent,2041,0,2041
Uttar Pradesh,Hardoi,10,Bhaiya Lal,Independent,7911,0,7911
Uttar Pradesh,Hardoi,11,Shive Kumar,Independent,5043,0,5043
Uttar Pradesh,Hardoi,12,NOTA,None of the Above,11003,21,11024
Uttar Pradesh,Hathras,1,RAJVIR DILER,Bharatiya Janata Party,679799,4500,684299
Uttar Pradesh,Hathras,2,RAMJI LAL SUMAN,Samajwadi Party,422588,1503,424091
Uttar Pradesh,Hathras,3,TRILOKI RAM,Indian National Congress,23715,211,23926
Uttar Pradesh,Hathras,4,BHUPENDRA KUMAR,Rashtriya Shoshit Samaj Party,1559,6,1565
Uttar Pradesh,Hathras,5,RAJARAM,Lok Dal,2297,8,2305
Uttar Pradesh,Hathras,6,TILAK SINGH,Independent,880,3,883
Uttar Pradesh,Hathras,7,DINESH SAI,Independent,1392,2,1394
Uttar Pradesh,Hathras,8,HARSWAROOP,Independent,3263,0,3263
Uttar Pradesh,Hathras,9,NOTA,None of the Above,8542,26,8568
Uttar Pradesh,Jalaun,1,AJAY SINGH (PANKAJ),Bahujan Samaj Party,422476,910,423386
Uttar Pradesh,Jalaun,2,BRIJLAL KHABRI,Indian National Congress,89444,162,89606
Uttar Pradesh,Jalaun,3,BHANU PRATAP SINGH VERMA,Bharatiya Janata Party,579723,2040,581763
Uttar Pradesh,Jalaun,4,RAMSINGH,Communist Party of India (Marxist-Leninist) (Liberation),8786,6,8792
Uttar Pradesh,Jalaun,5,SHRAVAN KUMAR PAL,Rashtriya Shoshit Samaj Party,13861,33,13894
Uttar Pradesh,Jalaun,6,NOTA,None of the Above,12493,21,12514
Uttar Pradesh,Jaunpur,1,KRISHNA PRATAP SINGH K.P.,Bharatiya Janata Party,439292,900,440192
Uttar Pradesh,Jaunpur,2,DEO VRAT MISHRA,Indian National Congress,27107,78,27185
Uttar Pradesh,Jaunpur,3,SHYAM SINGH YADAV,Bahujan Samaj Party,520046,1082,521128
Uttar Pradesh,Jaunpur,4,AJAY KUMAR SHARMA,Moulik Adhikar Party,6390,2,6392
Uttar Pradesh,Jaunpur,5,ANIL,Hum Sabki Party,1432,0,1432
Uttar Pradesh,Jaunpur,6,COM. ASHOK KUMAR KHARWAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1593,0,1593
Uttar Pradesh,Jaunpur,7,BRIJESH KUMAR,Suheldev Bharatiya Samaj Party,5465,1,5466
Uttar Pradesh,Jaunpur,8,NAVIN,Voters Party International,945,1,946
Uttar Pradesh,Jaunpur,9,MOTIUDDIN,Rashtriya Ulama Council,2960,0,2960
Uttar Pradesh,Jaunpur,10,RAJESH KUMAR,Rashtriya Samaj Paksha,2195,2,2197
Uttar Pradesh,Jaunpur,11,RUKMNI DEVI,Pragatisheel Manav Samaj Party,2162,1,2163
Uttar Pradesh,Jaunpur,12,VINOD KUMAR,Andaman & Nicobar Janta Party,2017,0,2017
Uttar Pradesh,Jaunpur,13,VISHOK KUMAR VISHWAKARMA,Nationalist Janshakti Party,2446,1,2447
Uttar Pradesh,Jaunpur,14,SHESHMANI MAURYA,Hindusthan Nirman Dal,3838,2,3840
Uttar Pradesh,Jaunpur,15,SHYAMLAL,Bharat Prabhat Party,1730,1,1731
Uttar Pradesh,Jaunpur,16,SUNIL KUMAR,Rashtriya Jan Gaurav Party,5768,0,5768
Uttar Pradesh,Jaunpur,17,SANGEETA DEVI,Pragatishil Samajwadi Party (Lohia),3747,5,3752
Uttar Pradesh,Jaunpur,18,ASHOK KUMAR,Independent,1187,0,1187
Uttar Pradesh,Jaunpur,19,PRADEEP KUMAR PANDEY,Independent,4924,0,4924
Uttar Pradesh,Jaunpur,20,MADHAVENDRA PUSHKAR SINGH,Independent,890,1,891
Uttar Pradesh,Jaunpur,21,NOTA,None of the Above,2426,15,2441
Uttar Pradesh,Jhansi,1,Anurag Sharma,Bharatiya Janata Party,808371,901,809272
Uttar Pradesh,Jhansi,2,Shyam Sundar Singh,Samajwadi Party,443090,499,443589
Uttar Pradesh,Jhansi,3,Shivsharan,Indian National Congress,86080,59,86139
Uttar Pradesh,Jhansi,4,Gaurishankar,"Kisan Raksha Party,",3302,1,3303
Uttar Pradesh,Jhansi,5,Jagat Vikram Singh,Pragatishil Samajwadi Party (Lohia),2696,1,2697
Uttar Pradesh,Jhansi,6,Dilshad Ahmed Siddique,Swatantra Jantaraj Party,2263,1,2264
Uttar Pradesh,Jhansi,7,Shruti Agrawal,Bundelkhand Kranti Dal,1845,4,1849
Uttar Pradesh,Jhansi,8,Kalpana Khard,Independent,1769,1,1770
Uttar Pradesh,Jhansi,9,Raja Khateek,Independent,2247,3,2250
Uttar Pradesh,Jhansi,10,Ramgopal,Independent,3807,0,3807
Uttar Pradesh,Jhansi,11,Sunil Prajapati,Independent,5709,2,5711
Uttar Pradesh,Jhansi,12,NOTA,None of the Above,18228,11,18239
Uttar Pradesh,Kairana,1,Tabassum Begum,Samajwadi Party,474339,462,474801
Uttar Pradesh,Kairana,2,Pradeep Kumar,Bharatiya Janata Party,564380,2581,566961
Uttar Pradesh,Kairana,3,Harendra Singh Malik,Indian National Congress,69245,110,69355
Uttar Pradesh,Kairana,4,Manoj Kumar,Aapki Apni Party (Peoples),908,5,913
Uttar Pradesh,Kairana,5,Mukesh Devi,Mahasankalp Janta Party,932,2,934
Uttar Pradesh,Kairana,6,Yogesh Kumar,Rashtriya Mazdoor Ekta Party,818,0,818
Uttar Pradesh,Kairana,7,Rekha,Hindusthan Nirman Dal,615,0,615
Uttar Pradesh,Kairana,8,Sheshraj,Bharatrashtra Democratic Party,472,0,472
Uttar Pradesh,Kairana,9,Shripal Singh,Sarvjan Lok Shakti Party,1302,2,1304
Uttar Pradesh,Kairana,10,Imran,Independent,523,1,524
Uttar Pradesh,Kairana,11,Mohd Gufran Kazmi,Independent,539,1,540
Uttar Pradesh,Kairana,12,Mohd Saleem,Independent,1138,0,1138
Uttar Pradesh,Kairana,13,Harish Kumar,Independent,2128,2,2130
Uttar Pradesh,Kairana,14,NOTA,None of the Above,3524,18,3542
Uttar Pradesh,Kaiserganj,1,Chandradev Ram Yadav,Bahujan Samaj Party,319418,339,319757
Uttar Pradesh,Kaiserganj,2,Brijbhusan Sharan Singh,Bharatiya Janata Party,580226,1132,581358
Uttar Pradesh,Kaiserganj,3,Vinay Kumar Pandey 'Vinnu',Indian National Congress,37049,83,37132
Uttar Pradesh,Kaiserganj,4,Umesh Kumar,Rashtriya Jan Adhikar Party (United),5898,1,5899
Uttar Pradesh,Kaiserganj,5,Chandra Prakash Pandey,Naitik Party,3114,3,3117
Uttar Pradesh,Kaiserganj,6,Dhananjay Sharma,Pragatishil Samajwadi Party (Lohia),2000,1,2001
Uttar Pradesh,Kaiserganj,7,Pramod Kumar,Samrat Ashok Sena Party,2214,0,2214
Uttar Pradesh,Kaiserganj,8,Vajid,Aam Janta Party (India),2036,0,2036
Uttar Pradesh,Kaiserganj,9,Santosh,Bharat Prabhat Party,2165,1,2166
Uttar Pradesh,Kaiserganj,10,Om Prakash Mishra,Independent,3085,4,3089
Uttar Pradesh,Kaiserganj,11,Munni,Independent,4563,2,4565
Uttar Pradesh,Kaiserganj,12,Shiv Narayan,Independent,4898,0,4898
Uttar Pradesh,Kaiserganj,13,NOTA,None of the Above,13157,11,13168
Uttar Pradesh,Kannauj,1,DIMPLE YADAV,Samajwadi Party,549200,1534,550734
Uttar Pradesh,Kannauj,2,SUBRAT PATHAK,Bharatiya Janata Party,561286,1801,563087
Uttar Pradesh,Kannauj,3,ANAND VIKRAM SINGH,Shivsena,4905,17,4922
Uttar Pradesh,Kannauj,4,RAMA DEVI,Bhartiya Vanchitsamaj Party,972,12,984
Uttar Pradesh,Kannauj,5,SATYA RAM,Rashtriya Kranti Party,875,0,875
Uttar Pradesh,Kannauj,6,SUBHASH CHANDRA DOHRE,All India Forward Bloc,1337,0,1337
Uttar Pradesh,Kannauj,7,SANJEEV KUMAR,Rashtriya Samaj Paksha,1200,3,1203
Uttar Pradesh,Kannauj,8,ANKIT SINGH,Independent,1159,4,1163
Uttar Pradesh,Kannauj,9,PRATYUSH PATHAK,Independent,3881,2,3883
Uttar Pradesh,Kannauj,10,SUNIL BHARTI,Independent,4143,0,4143
Uttar Pradesh,Kannauj,11,NOTA,None of the Above,8142,23,8165
Uttar Pradesh,Kanpur,1,Ram Kumar,Samajwadi Party,47703,572,48275
Uttar Pradesh,Kanpur,2,Sriprakash Jaiswal,Indian National Congress,311409,1594,313003
Uttar Pradesh,Kanpur,3,Satyadev Pachauri,Bharatiya Janata Party,466442,2495,468937
Uttar Pradesh,Kanpur,4,Alok Kumar,Sabhi Jan Party,1883,2,1885
Uttar Pradesh,Kanpur,5,Poonam Shukla,Bhartiya Shakti Chetna Party,1116,14,1130
Uttar Pradesh,Kanpur,6,Balveer Singh Chandel,Shivsena,589,2,591
Uttar Pradesh,Kanpur,7,Mukti Yadav,Bharatiya Rashtriya Morcha,314,2,316
Uttar Pradesh,Kanpur,8,Reena Urf Renu,Saaf Party,364,3,367
Uttar Pradesh,Kanpur,9,Chandra Bhan Sankhwar,Independent,592,3,595
Uttar Pradesh,Kanpur,10,Javed Mohammad Khan,Independent,694,2,696
Uttar Pradesh,Kanpur,11,Triveni Narayan Jaiswal,Independent,486,0,486
Uttar Pradesh,Kanpur,12,Dilshad Ahmad,Independent,580,0,580
Uttar Pradesh,Kanpur,13,Ram Gopal Uttam,Independent,1077,1,1078
Uttar Pradesh,Kanpur,14,Shivam Kushwaha,Independent,997,1,998
Uttar Pradesh,Kanpur,15,NOTA,None of the Above,4007,50,4057
Uttar Pradesh,Kaushambi,1,INDRAJEET SAROJ,Samajwadi Party,343274,1013,344287
Uttar Pradesh,Kaushambi,2,GIRISH PASI,Indian National Congress,16384,58,16442
Uttar Pradesh,Kaushambi,3,VINOD KUMAR SONKAR,Bharatiya Janata Party,381517,1492,383009
Uttar Pradesh,Kaushambi,4,BACHACHA LAL,Bhartiya Shakti Chetna Party,6206,5,6211
Uttar Pradesh,Kaushambi,5,MISHRI LAL,Swatantra Jantaraj Party,3178,5,3183
Uttar Pradesh,Kaushambi,6,RAJDEV,Pragatishil Samajwadi Party (Lohia),4986,0,4986
Uttar Pradesh,Kaushambi,7,SHAILENDRA KUMAR PASI,Jansatta Dal Loktantrik,156269,137,156406
Uttar Pradesh,Kaushambi,8,CHHEDDU,Independent,3562,4,3566
Uttar Pradesh,Kaushambi,9,PRADEEP KUMAR,Independent,2376,1,2377
Uttar Pradesh,Kaushambi,10,RAM SUMER,Independent,4219,5,4224
Uttar Pradesh,Kaushambi,11,SHAILENDRA KUMAR,Independent,26954,13,26967
Uttar Pradesh,Kaushambi,12,SHAILENDRA KUMAR,Independent,8009,2,8011
Uttar Pradesh,Kaushambi,13,NOTA,None of the Above,14751,18,14769
Uttar Pradesh,Kheri,1,Ajay Kumar,Bharatiya Janata Party,609285,304,609589
Uttar Pradesh,Kheri,2,Zafar Ali Naqvi,Indian National Congress,92127,28,92155
Uttar Pradesh,Kheri,3,Dr. Purvi Verma,Samajwadi Party,390665,117,390782
Uttar Pradesh,Kheri,4,Vipnesh Shukla,Communist Party of India,11857,0,11857
Uttar Pradesh,Kheri,5,Asif Khan,Bhartiya Kisan Party,1626,0,1626
Uttar Pradesh,Kheri,6,Krishna Kumar Yadav,Lok Jan Sangharsh Party,968,0,968
Uttar Pradesh,Kheri,7,Bandana Gupta,Bhartiya Shakti Chetna Party,1016,1,1017
Uttar Pradesh,Kheri,8,Mahesh Chandra Verma Advocate,Hindusthan Nirman Dal,1002,0,1002
Uttar Pradesh,Kheri,9,Moh. Mumtaz Raza,Rashtriya Janwadi Party (Socialist),1059,1,1060
Uttar Pradesh,Kheri,10,Ram Jeevan,Bahujan Awam Party,1077,1,1078
Uttar Pradesh,Kheri,11,Shrikrishna Verma,Peace Party,1989,2,1991
Uttar Pradesh,Kheri,12,Ajay Kumar Dixit,Independent,1654,0,1654
Uttar Pradesh,Kheri,13,Krishna Kumar,Independent,2496,0,2496
Uttar Pradesh,Kheri,14,Paro Kinner,Independent,5315,0,5315
Uttar Pradesh,Kheri,15,Manoj Kumar Singh,Independent,5320,0,5320
Uttar Pradesh,Kheri,16,NOTA,None of the Above,8747,3,8750
Uttar Pradesh,Kushi Nagar,1,N.P. KUSHWAHA ALIAS NATHUNI PRASAD KUSHWAHA,Samajwadi Party,257776,1703,259479
Uttar Pradesh,Kushi Nagar,2,KUNWER RATANJIT PRATAP NARAYAN SINGH,Indian National Congress,145495,656,146151
Uttar Pradesh,Kushi Nagar,3,VIJAY KUMAR DUBEY,Bharatiya Janata Party,595508,1531,597039
Uttar Pradesh,Kushi Nagar,4,AMIRUDDIN,Apna Dal United Party,8540,1,8541
Uttar Pradesh,Kushi Nagar,5,ARVIND YADAV,Communist Party of India (Marxist-Leninist) Red Star,1405,1,1406
Uttar Pradesh,Kushi Nagar,6,UMESH SINGH,Bhartiya Shakti Chetna Party,1602,3,1605
Uttar Pradesh,Kushi Nagar,7,USMAN,Peace Party,2714,1,2715
Uttar Pradesh,Kushi Nagar,8,P.C. KUREEL,Indian National League,3072,0,3072
Uttar Pradesh,Kushi Nagar,9,DR GANESH,Akhil Bhartiya Gondwana Party,1822,9,1831
Uttar Pradesh,Kushi Nagar,10,RAJIV,Suheldev Bharatiya Samaj Party,8449,5,8454
Uttar Pradesh,Kushi Nagar,11,RAM PRATAP,Purvanchal Mahapanchayat,2366,3,2369
Uttar Pradesh,Kushi Nagar,12,LALITA,Akhil Bhartiya Navnirman Party,2755,4,2759
Uttar Pradesh,Kushi Nagar,13,GUDDI KINNAR,Independent,5881,0,5881
Uttar Pradesh,Kushi Nagar,14,SHIV KUMAR,Independent,3518,0,3518
